Ticker,ABBV,ACAD,ALGN,AMGN,AZN,BIIB,BNTX,CRSP,DRIO,DXCM,ENTA,EXAS,GILD,IBB,IHF,IHI,ILMN,INCY,JNJ,LLY,MRK,MRNA,NVAX,PFE,RARE,REGN,RGEN,RXL,SDGR,SRPT,TMDX,TMO,UNH,VEEV,VHT,VRTX,XBI,XLV,XRAY
ENTA,0.18943021838615037,0.24679099939616936,0.18173563537681786,0.20123540154184077,0.1694363130154162,0.17654117738344755,0.09969219473051948,0.2533452466483289,0.14696616334500853,0.1654766025272587,1.0,0.21527055986190471,0.17251885996680463,0.38515793825380085,0.2563122068909395,0.2539321693843503,0.22536360245721296,0.24812943381955893,0.16747443988275168,0.14275050039900278,0.15984304678004196,0.14982227480228597,0.14394637530618137,0.18152605238109465,0.3247322201609813,0.1747061741820714,0.1882461815410402,0.28550802329029873,0.2589320662469287,0.20403187428360886,0.15883596630864646,0.18565757321311094,0.16036471310726808,0.1956375074811231,0.31047455918212863,0.18950532591609048,0.42052784896877343,0.2742042112798681,0.2020964223827541
EXAS,0.16575680950392524,0.22124073372745792,0.39499005710467483,0.17692496714318715,0.21497887635630664,0.21817921176086708,0.053309341961883236,0.3717535063355811,0.18108726508613357,0.3470787200089992,0.21527055986190471,1.0,0.11126031757880926,0.4824301653045297,0.3303539328477504,0.43492993532437996,0.4334966268863618,0.25367435787921466,0.13329102928877806,0.13097537842198886,0.13682011252646098,0.11629056923207706,0.20376577013526953,0.11245989739480211,0.3544765339273374,0.15968771123511885,0.3379548058184722,0.37999945851742506,0.3563607744128536,0.20670840060867687,0.28318569940868754,0.3012550943843521,0.16266077873589183,0.3554542765247902,0.40838474997256674,0.22922033970783876,0.5192592553231954,0.34314878941047344,0.2853991808733189
GILD,0.3594318121302879,0.19939613369338727,0.14259226009048456,0.4819239412756578,0.3101226351986885,0.30439592577769736,0.279393414341313,0.19539503845361675,0.05403574716053141,0.17873397750399944,0.17251885996680463,0.11126031757880926,1.0,0.5098369264259178,0.35162728799626114,0.37191980229752863,0.2495152163897366,0.3547772066526469,0.4215276239257637,0.26292829014823027,0.3654346453078597,0.2435624028775107,0.14798580640331357,0.3767066879573312,0.1897022170218359,0.39204392357991824,0.1915851010054378,0.5000650099175767,0.11424370857323576,0.15647681611768735,0.14362956326570672,0.3243652435018252,0.22730560559610083,0.20803283489124197,0.49164151251642096,0.39203099349312837,0.34882330163410913,0.5007346736612618,0.15577538407811395
IBB,0.4533604192350645,0.44277480589672985,0.4980990784533127,0.5801691426746721,0.4738719980403384,0.5154375034214933,0.4281880591709108,0.6362738984605045,0.2825861267557918,0.4372268433811283,0.38515793825380085,0.4824301653045297,0.5098369264259178,1.0,0.601488057668907,0.7159134737053655,0.6234366001722116,0.5749391767889533,0.434758671800752,0.42169610070500674,0.43773681646018947,0.4862821276758802,0.4034345842308203,0.4668647633126215,0.6296477309699278,0.5816646967474923,0.5816333468729887,0.7922998326972509,0.5044966772430471,0.4124558533157248,0.40142228260603735,0.6084567692122247,0.36398106026626814,0.5304975099839698,0.8287147347707408,0.5859931333819322,0.9062280412501247,0.759038596633088,0.3977619693359452
IHF,0.4894979774948557,0.30492570831888566,0.4344379348183299,0.49006457830040406,0.4141142746593956,0.35388480241473597,0.14425161355352914,0.29994470943185875,0.17314497226103542,0.34507418275797425,0.2563122068909395,0.3303539328477504,0.35162728799626114,0.601488057668907,1.0,0.6938217481166866,0.37543736074303374,0.3640464713288057,0.5221288911678811,0.3542417198466513,0.4579195795210615,0.08387913531544107,0.15697315060281655,0.42524654785391597,0.37100824707951885,0.33381212112134806,0.3483293369586808,0.8392295287922336,0.25962609091417893,0.23997344289720698,0.26829039507035296,0.4859854480999265,0.833982075982914,0.37586170294713456,0.8413016060445515,0.40947940632425145,0.5206549899338396,0.8361395541064632,0.44596311145537293
IHI,0.45889782340987056,0.30837198713745356,0.6101282375200002,0.46445423964711624,0.4493370067003357,0.3756524606811782,0.2581306546442611,0.39885960874740833,0.2222621545805613,0.5850856592380681,0.2539321693843503,0.43492993532437996,0.37191980229752863,0.7159134737053655,0.6938217481166866,1.0,0.5188872254436994,0.4124265021176278,0.5282100817701931,0.37980429234625923,0.4365893001315817,0.23503328883434565,0.22014269202312764,0.4174251934818338,0.4235050459216281,0.38476922417728354,0.5315829051686998,0.8624536366488688,0.3462420903107958,0.2422000968880047,0.37357359908230514,0.7022398326812019,0.4443732246953808,0.5206897340696284,0.8789138375951924,0.4481271882967904,0.618608862840528,0.855727060798539,0.5082992165718682
ILMN,0.2450944642399653,0.26083371594796984,0.43800609263901796,0.31592705905296337,0.31410789281500207,0.3100973894008913,0.19079638156420453,0.42425673183779067,0.2214002445813161,0.31102620416987214,0.22536360245721296,0.4334966268863618,0.2495152163897366,0.6234366001722116,0.37543736074303374,0.5188872254436994,1.0,0.3281655478133897,0.2507792981871476,0.22370620994027782,0.24703174130312872,0.2664913145393195,0.2569714674010907,0.2761833705168309,0.3595171290121686,0.27421092596338376,0.4542610460009168,0.5099629478270095,0.379211847664387,0.22149912569300367,0.3008939359019296,0.49894005038868955,0.21652980620883963,0.41065184776517355,0.536535889818734,0.3220525139139154,0.5404326052012365,0.49079085484054386,0.3355213953431702
INCY,0.3383032851483466,0.29007459715141937,0.25602678612749014,0.36819740509042354,0.29790178924144,0.34269715235614345,0.15578292608828787,0.3085602690924979,0.12850092450738776,0.23984781022176485,0.24812943381955893,0.25367435787921466,0.3547772066526469,0.5749391767889533,0.3640464713288057,0.4124265021176278,0.3281655478133897,1.0,0.31253072942404364,0.25878817461768056,0.28562622223667894,0.2238525777902523,0.1649380909915666,0.2927936148634768,0.34015057236786306,0.40440273817702443,0.2743105187316571,0.48398826462561345,0.22288622765093535,0.21304660254351496,0.15520531254084374,0.3648034104043612,0.2161213574400074,0.27229126320163816,0.4982138790573173,0.42680691239950413,0.5117909781347223,0.4708523383951856,0.22135432448917647
JNJ,0.5042620742177845,0.14785179694461942,0.23487894594098713,0.5418813563481547,0.42851676481365286,0.29229094808006334,0.22258306944209558,0.14929514014553613,0.0822506885324979,0.16670437951076306,0.16747443988275168,0.13329102928877806,0.4215276239257637,0.434758671800752,0.5221288911678811,0.5282100817701931,0.2507792981871476,0.31253072942404364,1.0,0.4057764732919831,0.5322727764052404,0.11193216729507233,0.0528962903210478,0.5318725933284886,0.2298342895473059,0.3292457529603342,0.18696283177914697,0.6846394995937912,0.04950249408447316,0.10938152726917766,0.1473337319224841,0.4111633085171225,0.4111836680166649,0.20200469788017594,0.6734676442926518,0.38785522547757967,0.29697774265641635,0.7146375057189374,0.25643640021700975
LLY,0.3921811870153155,0.15191352669239297,0.1428989951348642,0.39046958471628745,0.40454941688395835,0.40422642893776817,0.2017217979184445,0.18170741761524128,0.0329778811392271,0.1593912322715321,0.14275050039900278,0.13097537842198886,0.26292829014823027,0.42169610070500674,0.3542417198466513,0.37980429234625923,0.22370620994027782,0.25878817461768056,0.4057764732919831,1.0,0.43900377053533995,0.10253657047017867,0.04831617296495436,0.3490944868909137,0.21971380906485655,0.3454396792456541,0.20135102417967013,0.5903462314880558,0.13681554213743313,0.15188890035660166,0.15557358256256498,0.32160355707492394,0.2618460003761665,0.21914849493288913,0.5799131852040488,0.3534004814692155,0.3158278031816118,0.5986777508490678,0.14442149450459613
MRK,0.501928123741112,0.1613299751012333,0.18251668200147253,0.4803436692077642,0.4698027611045611,0.33728157563792394,0.15218850196066372,0.14968651504658928,0.08365507450335521,0.15194868348802387,0.15984304678004196,0.13682011252646098,0.3654346453078597,0.43773681646018947,0.4579195795210615,0.4365893001315817,0.24703174130312872,0.28562622223667894,0.5322727764052404,0.43900377053533995,1.0,0.11609025700696726,0.07875995690092204,0.4696656946047922,0.2428099731197464,0.364613561259435,0.19242439148714344,0.6372836626835948,0.08888572291441561,0.18553531345625912,0.1059204360076635,0.44455408857052364,0.3647421488988486,0.1472694306052767,0.6227702213467599,0.37922635240627056,0.31742604414210596,0.654752021046315,0.24594212222729409
MRNA,0.0939341832149786,0.12455905278388821,0.19921851215104006,0.16652669940046644,0.17112462622838243,0.1730628599163508,0.5522667248728519,0.3273229693598064,0.13550987892000463,0.18058077676515555,0.14982227480228597,0.11629056923207706,0.2435624028775107,0.4862821276758802,0.08387913531544107,0.23503328883434565,0.2664913145393195,0.2238525777902523,0.11193216729507233,0.10253657047017867,0.11609025700696726,1.0,0.38853998661810984,0.270310210349678,0.2014425484363517,0.26359682556495606,0.2806090257263528,0.2552473227720029,0.27431648867793185,0.14397701171273658,0.1784061638321926,0.2668106832257278,0.0148381238715943,0.2269906697833133,0.2614947099839152,0.16764162028879062,0.3825845240305306,0.23110293924255962,0.13114480516948573
NVAX,0.07937024086617563,0.1828955223752518,0.20762940431209642,0.1237428034369715,0.13184685768395754,0.13084750402442133,0.3563302691528477,0.3786846372104233,0.1122958063032463,0.1780805404911383,0.14394637530618137,0.20376577013526953,0.14798580640331357,0.4034345842308203,0.15697315060281655,0.22014269202312764,0.2569714674010907,0.1649380909915666,0.0528962903210478,0.04831617296495436,0.07875995690092204,0.38853998661810984,1.0,0.14995034167056104,0.2633925966734781,0.17013530552626654,0.26221679953983246,0.2240928462625904,0.3032629236850935,0.12681794307554464,0.18326346893619444,0.22301779151383783,0.07330041660515454,0.23652212177572632,0.24166411186820672,0.15908885871761883,0.41280198018939745,0.19223797834675493,0.13242603161172528
PFE,0.4708514176138413,0.13205236777815102,0.2060533044903435,0.456442789838045,0.41944693740284406,0.27916519427203984,0.3493900859664209,0.16739959335669102,0.08150828634935992,0.14029890360180292,0.18152605238109465,0.11245989739480211,0.3767066879573312,0.4668647633126215,0.42524654785391597,0.4174251934818338,0.2761833705168309,0.2927936148634768,0.5318725933284886,0.3490944868909137,0.4696656946047922,0.270310210349678,0.14995034167056104,1.0,0.22595793218729923,0.34740790686095746,0.28433092632156526,0.6017826140331366,0.1093073224179568,0.15555807334915658,0.1376805959953029,0.4349421201600343,0.31813464176304707,0.15628426122375283,0.5939543800541808,0.2963918865707904,0.32982797294643584,0.6179971930262752,0.28858157671402124
RARE,0.2391757094432896,0.3396097309218467,0.3359546940598859,0.2672118525131219,0.28661954512109583,0.2897409948939841,0.1913666372149673,0.48293108649482186,0.1991136619280309,0.30583418632775394,0.3247322201609813,0.3544765339273374,0.1897022170218359,0.6296477309699278,0.37100824707951885,0.4235050459216281,0.3595171290121686,0.34015057236786306,0.2298342895473059,0.21971380906485655,0.2428099731197464,0.2014425484363517,0.2633925966734781,0.22595793218729923,1.0,0.2932599018828865,0.356401585993203,0.44728924381923163,0.3754698722271091,0.34247350653330333,0.27398551321212944,0.31911285892042046,0.2233508291415591,0.3321790294804492,0.48910273002898,0.33465949528449923,0.6772586382550536,0.4181899688047074,0.2580625311820123
REGN,0.3571026386408221,0.20423599333143988,0.18808855574687414,0.4350658219221866,0.3155235871622434,0.3454818390271005,0.2643983859772247,0.2638126965705502,0.043419926725378644,0.19803059324284591,0.1747061741820714,0.15968771123511885,0.39204392357991824,0.5816646967474923,0.33381212112134806,0.38476922417728354,0.27421092596338376,0.40440273817702443,0.3292457529603342,0.3454396792456541,0.364613561259435,0.26359682556495606,0.17013530552626654,0.34740790686095746,0.2932599018828865,1.0,0.29386834940668577,0.5087285814782727,0.15915734473661436,0.22049153491866655,0.15290760361039768,0.3705909518453366,0.21246293982567227,0.2484708513809177,0.5122826404927037,0.4385886004814635,0.42036204921892445,0.50501549234836,0.1860773476056163
RGEN,0.24194997199910948,0.2474541730487815,0.4134905151681277,0.2512970242347467,0.28680418427776067,0.26183224773586955,0.2832614313649518,0.37664999000084703,0.19876531844020082,0.33194854545890434,0.1882461815410402,0.3379548058184722,0.1915851010054378,0.5816333468729887,0.3483293369586808,0.5315829051686998,0.4542610460009168,0.2743105187316571,0.18696283177914697,0.20135102417967013,0.19242439148714344,0.2806090257263528,0.26221679953983246,0.28433092632156526,0.356401585993203,0.29386834940668577,1.0,0.49420233080360354,0.37778132633929007,0.21882414275180842,0.2877563248256739,0.6164707880096928,0.19189483500700888,0.4289837373117343,0.518588928436496,0.280042589333056,0.5079451838695648,0.4714030343868085,0.2725311132078207
RXL,0.6446491142601878,0.3285927374857388,0.5034933487046183,0.6458439499279073,0.5661736709155945,0.48168464627882385,0.2898902463892837,0.3797473188151566,0.18613359944156443,0.4368264739012224,0.28550802329029873,0.37999945851742506,0.5000650099175767,0.7922998326972509,0.8392295287922336,0.8624536366488688,0.5099629478270095,0.48398826462561345,0.6846394995937912,0.5903462314880558,0.6372836626835948,0.2552473227720029,0.2240928462625904,0.6017826140331366,0.44728924381923163,0.5087285814782727,0.49420233080360354,1.0,0.30855114933887673,0.27943241196800334,0.3171877294319729,0.6964735048052433,0.6433633370905054,0.45248474219093227,0.9896550606906619,0.5625688168258287,0.6383025737120256,0.9904515018476269,0.46613313526300726
SDGR,0.11144438134785228,0.25265930561995914,0.33249662043653977,0.13830801580071833,0.19382880295321425,0.2018541166842956,0.1625653762535845,0.46892447936355114,0.2519260671421727,0.2930826462597187,0.2589320662469287,0.3563607744128536,0.11424370857323576,0.5044966772430471,0.25962609091417893,0.3462420903107958,0.379211847664387,0.22288622765093535,0.04950249408447316,0.13681554213743313,0.08888572291441561,0.27431648867793185,0.3032629236850935,0.1093073224179568,0.3754698722271091,0.15915734473661436,0.37778132633929007,0.30855114933887673,1.0,0.21975440564799906,0.29826052866684205,0.2648905736478863,0.10919498921241373,0.37083264989347653,0.34339480060218525,0.20502147930430123,0.5444525920735218,0.27092375503382626,0.2639530266367037
SRPT,0.18270032517636284,0.22976647665094582,0.20962040316717762,0.22249030795893146,0.18382746180825071,0.22258641006259647,0.08502147963839832,0.2565539860048482,0.13967905552184948,0.1709835134669595,0.20403187428360886,0.20670840060867687,0.15647681611768735,0.4124558533157248,0.23997344289720698,0.2422000968880047,0.22149912569300367,0.21304660254351496,0.10938152726917766,0.15188890035660166,0.18553531345625912,0.14397701171273658,0.12681794307554464,0.15555807334915658,0.34247350653330333,0.22049153491866655,0.21882414275180842,0.27943241196800334,0.21975440564799906,1.0,0.16382747474516943,0.19250313761567547,0.15474269029560914,0.15757670567986157,0.3056513041852567,0.24043395587263064,0.42991529966795244,0.2614854796367829,0.17421722507173668
TMDX,0.1179326835104907,0.19524712045133588,0.2904949468249794,0.1535976923749892,0.1639365246998749,0.14508321232837834,0.20050005489621567,0.3328987406188871,0.17967335973593937,0.24987617778376608,0.15883596630864646,0.28318569940868754,0.14362956326570672,0.40142228260603735,0.26829039507035296,0.37357359908230514,0.3008939359019296,0.15520531254084374,0.1473337319224841,0.15557358256256498,0.1059204360076635,0.1784061638321926,0.18326346893619444,0.1376805959953029,0.27398551321212944,0.15290760361039768,0.2877563248256739,0.3171877294319729,0.29826052866684205,0.16382747474516943,1.0,0.2502985123860187,0.11814494625024227,0.2728673247602421,0.34605108108998867,0.16184231562844809,0.4309640159982396,0.2980612557180633,0.21850962661570764
TMO,0.376703742898663,0.22815565649459413,0.4086522503146993,0.41271524221741557,0.40319302642220745,0.371342599379214,0.27575539633173,0.3301177900369151,0.18737993490715,0.32586151598098306,0.18565757321311094,0.3012550943843521,0.3243652435018252,0.6084567692122247,0.4859854480999265,0.7022398326812019,0.49894005038868955,0.3648034104043612,0.4111633085171225,0.32160355707492394,0.44455408857052364,0.2668106832257278,0.22301779151383783,0.4349421201600343,0.31911285892042046,0.3705909518453366,0.6164707880096928,0.6964735048052433,0.2648905736478863,0.19250313761567547,0.2502985123860187,1.0,0.33737227615279974,0.419808210567931,0.7035670227725713,0.38791547133783943,0.47323281255470095,0.6994347366020821,0.34727574051651283
UNH,0.36845086239608316,0.18139341765575936,0.25296457354384383,0.3726884281089221,0.2967439566291015,0.2624488052896529,0.07204623867198602,0.13572864697039783,0.08136556626684831,0.20737140302470128,0.16036471310726808,0.16266077873589183,0.22730560559610083,0.36398106026626814,0.833982075982914,0.4443732246953808,0.21652980620883963,0.2161213574400074,0.4111836680166649,0.2618460003761665,0.3647421488988486,0.0148381238715943,0.07330041660515454,0.31813464176304707,0.2233508291415591,0.21246293982567227,0.19189483500700888,0.6433633370905054,0.10919498921241373,0.15474269029560914,0.11814494625024227,0.33737227615279974,1.0,0.20376364231494545,0.6277498011419257,0.29275509587502874,0.2874317371470917,0.652130550139681,0.24883034062786466
VEEV,0.16435902077572867,0.23093131936756386,0.37898158550582606,0.24027577022303379,0.25662230927178237,0.2463394350347071,0.22896691438424904,0.39813592141748666,0.17198653746993398,0.35898333006788125,0.1956375074811231,0.3554542765247902,0.20803283489124197,0.5304975099839698,0.37586170294713456,0.5206897340696284,0.41065184776517355,0.27229126320163816,0.20200469788017594,0.21914849493288913,0.1472694306052767,0.2269906697833133,0.23652212177572632,0.15628426122375283,0.3321790294804492,0.2484708513809177,0.4289837373117343,0.45248474219093227,0.37083264989347653,0.15757670567986157,0.2728673247602421,0.419808210567931,0.20376364231494545,1.0,0.48596608790343565,0.2626109300892162,0.49316300439954436,0.42415292034291613,0.20753618928099224
VHT,0.6329083628857157,0.35227084148373616,0.5299349396978491,0.6450380991557196,0.5646958940656073,0.48860745512006903,0.3038557052235206,0.42671114789001846,0.21111344066350707,0.4532774592793579,0.31047455918212863,0.40838474997256674,0.49164151251642096,0.8287147347707408,0.8413016060445515,0.8789138375951924,0.536535889818734,0.4982138790573173,0.6734676442926518,0.5799131852040488,0.6227702213467599,0.2614947099839152,0.24166411186820672,0.5939543800541808,0.48910273002898,0.5122826404927037,0.518588928436496,0.9896550606906619,0.34339480060218525,0.3056513041852567,0.34605108108998867,0.7035670227725713,0.6277498011419257,0.48596608790343565,1.0,0.565089676518287,0.6924201292151874,0.9873502375346238,0.483372007076027
VRTX,0.37908692566196667,0.29878664185572046,0.21854213030403202,0.450305370156054,0.36026922878844575,0.3102307522164376,0.1853026490531549,0.3320015557126035,0.12480497120133524,0.2532368401575985,0.18950532591609048,0.22922033970783876,0.39203099349312837,0.5859931333819322,0.40947940632425145,0.4481271882967904,0.3220525139139154,0.42680691239950413,0.38785522547757967,0.3534004814692155,0.37922635240627056,0.16764162028879062,0.15908885871761883,0.2963918865707904,0.33465949528449923,0.4385886004814635,0.280042589333056,0.5625688168258287,0.20502147930430123,0.24043395587263064,0.16184231562844809,0.38791547133783943,0.29275509587502874,0.2626109300892162,0.565089676518287,1.0,0.45460143134611397,0.5581978791910841,0.2063325263587813
XBI,0.3419688527222556,0.4785609901948517,0.49425402495515625,0.4115989848507947,0.3752778104990936,0.4348771125664386,0.30747240960225464,0.7003444844949714,0.3205703219490771,0.41943436214792584,0.42052784896877343,0.5192592553231954,0.34882330163410913,0.9062280412501247,0.5206549899338396,0.618608862840528,0.5404326052012365,0.5117909781347223,0.29697774265641635,0.3158278031816118,0.31742604414210596,0.3825845240305306,0.41280198018939745,0.32982797294643584,0.6772586382550536,0.42036204921892445,0.5079451838695648,0.6383025737120256,0.5444525920735218,0.42991529966795244,0.4309640159982396,0.47323281255470095,0.2874317371470917,0.49316300439954436,0.6924201292151874,0.45460143134611397,1.0,0.5948245312068912,0.36869315594768876
XLV,0.6551863025403476,0.3098192196615749,0.48791118572997394,0.6562346341459688,0.5678885561876461,0.47592252269927715,0.28658344757876336,0.34538842402321107,0.17120215566843122,0.41197071989236256,0.2742042112798681,0.34314878941047344,0.5007346736612618,0.759038596633088,0.8361395541064632,0.855727060798539,0.49079085484054386,0.4708523383951856,0.7146375057189374,0.5986777508490678,0.654752021046315,0.23110293924255962,0.19223797834675493,0.6179971930262752,0.4181899688047074,0.50501549234836,0.4714030343868085,0.9904515018476269,0.27092375503382626,0.2614854796367829,0.2980612557180633,0.6994347366020821,0.652130550139681,0.42415292034291613,0.9873502375346238,0.5581978791910841,0.5948245312068912,1.0,0.46217833440205675
XRAY,0.2991821716014058,0.2433594150926247,0.49267726995334815,0.2628383020923031,0.20391245040081224,0.1946491610540042,0.11802723703107013,0.23993725650717723,0.1279752528207465,0.25244570015393664,0.2020964223827541,0.2853991808733189,0.15577538407811395,0.3977619693359452,0.44596311145537293,0.5082992165718682,0.3355213953431702,0.22135432448917647,0.25643640021700975,0.14442149450459613,0.24594212222729409,0.13114480516948573,0.13242603161172528,0.28858157671402124,0.2580625311820123,0.1860773476056163,0.2725311132078207,0.46613313526300726,0.2639530266367037,0.17421722507173668,0.21850962661570764,0.34727574051651283,0.24883034062786466,0.20753618928099224,0.483372007076027,0.2063325263587813,0.36869315594768876,0.46217833440205675,1.0
